,id,screen_name,complete_name,description,verified,crawled_at,location,url,created_at,tweet_count,listed_count,favs_count,followers_count,following_count,bot,user_type
2450759503,2450759503,conftpre,no chill bri // 83,⠀⠀⠀ ⠀ ⠀ ✧connor franta enthusiast✧,,2015-05-01 16:57:07, ☻☻☻☻☻☹/6,https://t.co/hjokfoqAds,Fri Apr 18 03:14:14 +0000 2014,10714,4,26583,4158,76,False,Human
807804577,807804577,connor_walls8,⚾Connor Walls,stop worrying abt d-12,,2015-05-01 18:09:53,,,Thu Sep 06 23:33:51 +0000 2012,365,1,114,150,77,False,Human
727580406,727580406,cookiemuke,alison,"youre my remedy, the quickest cure",,2015-05-01 17:07:07,,,Tue Jul 31 04:44:30 +0000 2012,36359,64,20012,6154,2329,False,Human
108544977,108544977,cotogirlshoo,Iliana Coto,Instagram @cotogirl,,2015-05-02 05:57:55,,,Tue Jan 26 07:52:54 +0000 2010,7210,1,791,160,88,False,Human
583127247,583127247,killlacait,cait,,,2015-05-01 15:47:14,,,Thu May 17 19:06:56 +0000 2012,8117,0,1129,223,177,False,Human
1262434507,1262434507,craigboehning,Craig Boehning,,,2015-05-02 02:19:34,,,Tue Mar 12 17:06:13 +0000 2013,104,0,39,32,123,False,Human
475550183,475550183,crankdattwitta,Kait Crank,"In oceans deep, my faith will stand. φΜ",,2015-05-01 12:56:44,,,Fri Jan 27 05:34:27 +0000 2012,17963,1,9466,1077,696,False,Human
2943587680,2943587680,crazyyoutubekid,TAMARA,O2l ft. LOHANTHONY AND JJ,,2015-05-01 23:44:44,Republic of youtubelandia,,Sat Dec 27 09:47:17 +0000 2014,963,0,1222,547,1026,False,Human
14522589,14522589,crd,Cody DeMatteis,༼ つ ◕_◕ ༽つThe Aspirational Void,,2015-05-01 13:18:47,atlantatlantatlantatlanta,http://t.co/mCSHcfmwzC,Fri Apr 25 04:44:21 +0000 2008,8303,11,1596,535,375,False,Human
1012237538,1012237538,crescentmoon__,⚡BOOBOO KITTY FUCK⚡,i like weird shit.,,2015-05-01 21:53:06,,,Sat Dec 15 00:19:11 +0000 2012,32885,3,15423,672,665,False,Human
451417227,451417227,cretebhoy,Κυριος  Γλασκώβη  ,"a poor Govanbhoy making his way in the world, loving the life and the music. As seen on greek tv,you tube and facebook so Gimme a tweet if ur ever on Crete.",,2015-05-02 10:54:00,"Crete , Greece",http://t.co/Zv8NbskqHD,Sat Dec 31 12:22:51 +0000 2011,12853,5,972,988,1111,False,Human
84464758,84464758,crgentle,Chris Gentle,Software guy. Deleverager of synergies. Jungian quantum state. Three word slogans. Three letter acronyms. Sturgeon’s law applies.,,2015-05-02 02:52:19,"Sydney, Australia",https://t.co/Xk5wWT0DH8,Fri Oct 23 00:40:19 +0000 2009,3494,11,272,146,300,False,Human
40108440,40108440,crimsonkitty88,#Harleywood,Sometimes I cry because Buster Posey. (@_crimsonwords),,2015-05-01 17:42:30,Bay Area,http://t.co/yhedk8druk,Thu May 14 22:50:57 +0000 2009,146971,21,4359,276,412,False,Human
2989316931,2989316931,crimsonredangel,Rima Heindlodst,25 and on the verge of frenzy.,,2015-05-02 00:37:39,"Manila, Philippines ",,Wed Jan 21 09:08:06 +0000 2015,554,2,1185,82,245,False,Human
997997443,997997443,crissanngh,Cris,,,2015-05-01 21:41:14,,,Sat Dec 08 21:05:07 +0000 2012,26645,5,842,537,286,False,Human
3070794500,3070794500,cristieeevee,cvee,maria is my life,,2015-05-02 01:36:29,,,Tue Mar 10 05:32:56 +0000 2015,936,0,225,162,153,False,Human
283036840,283036840,crxwnxfthxrns,Minnie,Are you gonna be real embarrassed when a motherfucker wearing mascara knocks your fucking fake ass out right now,,2015-05-01 18:12:14,second star to the right,http://t.co/Lh71uDkqBW,Sat Apr 16 12:54:11 +0000 2011,102429,8,3836,777,88,False,Human
140138671,140138671,crystalsloneckr,Crystal Slonecker,"West-coast hip-hop, east-coast oysters. Baker @ Uplifters Kitchen.",,2015-05-02 11:47:12,Los Angeles,http://t.co/bFbGuImOgz,Tue May 04 18:02:46 +0000 2010,10542,4,8937,176,355,False,Human
438362574,438362574,cumvibewithme,Autumn,,,2015-05-02 09:23:30,EF,,Fri Dec 16 14:06:39 +0000 2011,45041,0,4446,615,445,False,Human
164284493,164284493,cupcakenini,Ranisha Grice,,,2015-05-01 13:21:47,,http://t.co/8EIayMCo2q,Thu Jul 08 14:02:38 +0000 2010,48821,18,98,934,387,False,Human
67530757,67530757,cuppingmaster,Alan Torres,A's Sharks Niners | Nerdery | Food | Sci-Fi | Business | Entrepeneurship | Science | Only the hottest of takes,,2015-05-02 00:08:01,LA by way of the Bay Area,https://t.co/ZsXo0p8DHX,Fri Aug 21 05:04:17 +0000 2009,53520,74,1881,1092,983,False,Human
256051523,256051523,cutenekko,cutenekko,"Canadian living in Asia. Tweets about Art, Music, Education, Language, and traveling.日本語も話せます.",,2015-05-01 16:47:59,ประเทศไทย? ,http://t.co/YympmLIK1K,Tue Feb 22 15:16:52 +0000 2011,2117,6,13,137,212,False,Human
2669288630,2669288630,cutiebabykiyu,Kyuhyun 왕자,CHO KYUHYUN IS LOOOOVE,,2015-05-01 19:39:24,,,Tue Jul 22 12:15:33 +0000 2014,10576,0,13,76,92,False,Human
1199714941,1199714941,cyberkarima,karima,do what makes you freaking happy!!,,2015-05-02 01:42:46,san francisco ,,Wed Feb 20 06:02:26 +0000 2013,61428,69,22468,6219,144,False,Human
36559020,36559020,cybertaek,Taek,"Sparkcentral Recruiter, self proclaimed moviebuff, wannabe globetrotter, motivated Hustler",,2015-05-01 17:16:15,,,Thu Apr 30 01:54:59 +0000 2009,979,1,254,77,289,False,Human
2903774120,2903774120,cyche60524,Lily Luo,I'm Taiwanese. Pewdiepie and smosh are my favorite youtubers.,,2015-05-01 22:49:20,,,Tue Nov 18 15:45:25 +0000 2014,35,0,762,15,20,False,Human
521039918,521039918,IfYouCEEJAY,Al Sah Him,"Basketballer | Marista | Notre Damean | Velezian | MAGGOT | Soldier | Laker for Life | I sing to express, not to impress ./. | Follower agression is advised...",,2015-05-01 13:30:15,Starling City,http://t.co/fJmKMa1OYd,Sun Mar 11 05:33:14 +0000 2012,8431,1,4318,484,475,False,Human
241375986,241375986,cynthiasmilee,Dallas Cowboys,♥ #cowboysnation ! #maroon5 @melady_estrada is the coolest person i know ❤,,2015-05-01 16:17:34,los angeles.,,Sat Jan 22 03:25:06 +0000 2011,85783,6,2581,1239,338,False,Human
1306882627,1306882627,d3_fc,[V] DIL DOSTI DANCE,"Place to get all d latest updates about d3 n its magical cast❤️ D3-d best show eva..Though d show hs ended,Bt it wil remain in our hearts forever..❤❤#D3ForLife",,2015-05-02 02:59:14,♥ love land ♥,http://t.co/2gkh1v1QrP,Wed Mar 27 08:13:27 +0000 2013,36869,9,25542,7841,89,False,Human
182211050,182211050,daHob,daHob,,,2015-05-01 13:42:30,,,Tue Aug 24 02:36:16 +0000 2010,48804,1,46,116,87,False,Human
225618739,225618739,daaarrrr,darleen,,,2015-05-01 15:57:45,,,Sun Dec 12 01:21:28 +0000 2010,8643,0,2071,458,455,False,Human
24984561,24984561,dadaphoenix,Timothy Holmes,Head Coach of the Carolina Phoenix Women's tackle football team,,2015-05-01 16:01:00,North Carolina,http://t.co/boKVvWdQ6Q,Tue Mar 17 23:51:46 +0000 2009,1323,4,40,411,831,False,Human
980194370,980194370,dahlianajarro,Dahl Najarro,Soar high. To God be the Glory.,,2015-05-01 21:15:24,Somewhere in Cebu City,http://t.co/cDAsJ346cC,Fri Nov 30 10:28:01 +0000 2012,5232,0,291,359,409,False,Human
37200902,37200902,daiLou,Alona Monegro,A legend on a barn room.Philippians 4:13,,2015-05-01 17:24:29,Earth,,Sat May 02 14:00:48 +0000 2009,10187,2,179,88,181,False,Human
258754118,258754118,smoakingkristen,· sassenach ·,felicity hackered oliver's heart ✿ mo nighean donn ✿ ks • lh • ebr • dj • rp • sa • lc {2/9},,2015-05-01 16:52:36,arrow|outlander|got|flash,https://t.co/AGvmqAtCjd,Mon Feb 28 12:24:08 +0000 2011,54850,13,6043,1468,313,False,Human
23567222,23567222,dalegisrael,Dale G. Israel,A Rappler journalist for Cebu and Central Visayas. Previously worked with Cebu Daily News and now exploring the world of social media news,,2015-05-01 15:54:52,"Cebu City, Philippines",http://t.co/ikvGe9Izs6,Tue Mar 10 07:17:33 +0000 2009,1597,12,19,336,312,False,Human
1167508879,1167508879,dallaspi,Owens Investigations,"Licensed Dallas area private investigator offering criminal litigation & case support, infidelity investigations, & due diligence. Now in Las Colinas in Irving.",,2015-05-02 00:59:47,"Dallas, Texas",http://t.co/NeaMmzVHfz,Mon Feb 11 01:31:03 +0000 2013,1290,16,1057,1782,164,False,Human
491706663,491706663,dalton_terry97,Dterry⚾️,Senior year! Starting 3rd baseman for drummond bulldogs.. insta- dalton_terry97,,2015-05-01 13:14:47,ringwood ok,,Mon Feb 13 22:55:14 +0000 2012,4073,0,2411,349,392,False,Human
384049728,384049728,dan_gentleman23,-Mr. Express-,"Don't hate me, hate the women that adore him instagram--- Gentlemen_or_die Snapchat-- PrettyBoyDan23 #FollowMe #Raidernation #Brooklynnets",,2015-05-02 03:36:08,Dallas Tx ,,Mon Oct 03 00:15:56 +0000 2011,34930,3,7644,1321,937,False,Human
560990422,560990422,dananalyn,Dana.,"Filipina. Dragons, lightsabers, memes, and sports.. And I do IT stuff. Boromir's little girl :)",,2015-05-01 14:12:49,,http://t.co/WMJ97OnfmF,Mon Apr 23 09:50:50 +0000 2012,5261,3,5188,451,406,False,Human
1199767694,1199767694,dance6709,Kayla Arquilevich,WRHS Dance Team,,2015-05-02 01:44:31,,,Wed Feb 20 06:33:20 +0000 2013,2497,0,3151,427,303,False,Human
53375745,53375745,daniel_schuster,Daniel Schuster,"private: Photography, Scuba Diving, Travelling, Basketball, BBQ // work: @meSummits, Marketing & PR, Branding, Media & Social Media // My Account, my Opinion",,2015-05-01 21:17:30,Cyprus // Zypern,http://t.co/sv3JRE49sV,Fri Jul 03 12:49:56 +0000 2009,1108,13,7,243,326,False,Human
970920062,970920062,danielm10202248,daniel martinez,"Dream big. Live large. Small town ,Tx.",,2015-05-01 21:01:11,,,Sun Nov 25 22:40:26 +0000 2012,2844,1,4979,656,386,False,Human
487251929,487251929,danielsfresh,Pizza Guy,lover & friend 6'2,,2015-05-01 13:10:45,"hoeless, PI",http://t.co/q6RmXM4JO5,Thu Feb 09 05:09:02 +0000 2012,7036,1,5740,591,525,False,Human
2846002106,2846002106,daphne_dang,daph,my life is a big :/,,2015-05-01 22:03:09,bay area,http://t.co/otSx2BJJOE,Wed Oct 08 03:58:09 +0000 2014,851,0,8735,131,249,False,Human
853279890,853279890,darchwjack,OG jacko,Meninist | I dont do drugs. I am drugs - Salvador Dali.,,2015-05-01 18:51:39,,,Sat Sep 29 17:31:09 +0000 2012,5077,0,4399,459,389,False,Human
2841340464,2841340464,darcyrigby2,Galantis,,,2015-05-01 21:59:52,Lea ❤️,,Sun Oct 05 13:57:24 +0000 2014,314,0,389,51,95,False,Human
401575582,401575582,darkesteyesbs,darkesteyes,Enthusiast,,2015-05-02 05:08:17,,http://t.co/MscSO0xnGX,Sun Oct 30 19:13:10 +0000 2011,17172,5,0,331,234,False,Human
98225491,98225491,dass90xz,Dass,"ZwaiUndVierzig(24)Melomano since 1990, Amante De La Musica Electronica, BassMusic..Trap/Dubstep/D&B/UkGarage/Breakbeat. No Soy Dj, Solo soy un Predicador.",,2015-05-02 04:32:53,Demacia,https://t.co/8FaRfwSMjI,Sun Dec 20 23:04:07 +0000 2009,25819,10,34,493,595,False,Human
103438595,103438595,davoo00,david,not a sadboy youyou i make music that even my mom doesnt like,,2015-05-02 05:15:56,,http://t.co/Gol954JcEm,Sun Jan 10 01:11:31 +0000 2010,14256,1,3299,243,97,False,Human
2286244303,2286244303,davvvid__,David ☀️,cuhs,,2015-05-01 15:52:28,,,Sat Jan 11 07:13:56 +0000 2014,7410,1,5131,324,292,False,Human
423666184,423666184,dawn_winds,dawn windsor,,,2015-05-02 07:51:44,jersey,,Mon Nov 28 19:53:22 +0000 2011,500,1,868,28,196,False,Human
991128044,991128044,dawnrhoze360,..❤️rosemarie❤️..,happy lang walang ending ☺️ CDP&LZ baby... mama @DawnZpost #ILoveYouForever #Fangirling!!!,,2015-05-01 21:36:42,Saitama-Japan/ Cebu-Phils. :),,Wed Dec 05 15:03:05 +0000 2012,6218,2,6868,484,629,False,Human
29062641,29062641,dblea88,Aaron,Owner and Columnist of http://t.co/wQG1szF4sm,,2015-05-01 16:23:26,,,Sun Apr 05 20:58:46 +0000 2009,57000,6,2061,421,436,False,Human
1963501656,1963501656,dcervetto_,Dawson,Php 4:13 | Rise to the Ocassion |,,2015-05-01 13:37:39,,,Tue Oct 15 22:48:24 +0000 2013,2721,0,4201,186,171,False,Human
1116630582,1116630582,dearchab,Chabeli Go,BE NICE BECAUSE BEING NICE IS NICE,,2015-05-01 12:56:44,"CEB, PH",,Thu Jan 24 12:17:28 +0000 2013,10449,3,2242,205,90,False,Human
379444527,379444527,decbran1,☀️decbran✌️,AM - 21/11/13 //The king is gone but not forgotten // instagram - branflake1,,2015-05-02 02:57:49,Scotland,,Sun Sep 25 00:07:39 +0000 2011,3007,0,1502,744,642,False,Human
48726258,48726258,deepusebastian,Deepu,"Principal Correspondent, @IndianExpress. #Jharkhand incharge. RTs may be endorsements; I'll be the judge of that.",,2015-05-01 20:03:41,"Ranchi, India",http://t.co/6xgw9lHYK2,Fri Jun 19 14:55:56 +0000 2009,1922,20,362,1206,909,False,Human
1965238770,1965238770,deez_nuuuttz,Pineapple Pope,,,2015-05-01 13:38:30,,,Wed Oct 16 18:14:18 +0000 2013,20045,0,11690,555,505,False,Human
2368935961,2368935961,deikochan24,Reiko Lemasters,,,2015-05-01 16:19:30,"Okinawa, Japan",,Sun Mar 02 14:06:01 +0000 2014,811,1,3328,118,113,False,Human
2568104706,2568104706,delapp_anthony,Anthony DeLapp,"Seahawks, Mariners, #gohawks",,2015-05-01 18:09:53,Seattle ,,Sun Jun 15 01:53:27 +0000 2014,4494,24,778,667,1120,False,Human
2640471185,2640471185,delhisexpartner,newdelhisexpartner,,,2015-05-01 19:14:03,New Delhi,,Wed Jun 25 11:26:35 +0000 2014,323,1,3629,137,1898,False,Human
67314915,67314915,delleuxurylove,Lyndelle Templado,"A woman who choose to be happy ⚫️FRONTROW, DM ME FOR DETAILS⚫ ✋ Instagram: dellelove ✋",,2015-05-01 12:56:44,Cebu City ,http://t.co/eYJweqehnX,Thu Aug 20 13:33:24 +0000 2009,35914,9,4718,771,392,False,Human
226773156,226773156,demelzaleslie,Demelza Leslie,Political Reporter for Radio New Zealand. Based at Parliament's Press Gallery,1.0,2015-05-01 15:59:11,Wellington,http://t.co/6kawHxDxis,Wed Dec 15 01:29:27 +0000 2010,1849,65,319,1846,776,False,Human
30147416,30147416,denisegoolsby,Denise Goolsby,"I'm the history and profiles columnist and military affairs reporter for The Desert Sun (@mydesert, @Gannett) Photography, social media enthusiast",1.0,2015-05-01 16:30:53,"Palm Springs, California",http://t.co/ZW6E1SnKnG,Fri Apr 10 03:20:18 +0000 2009,10272,115,2890,3388,2699,False,Human
44306351,44306351,dennymui,Denny,Post Production • Kickflips & Jumpshots • Same Birthday as Jimi Hendrix & Bruce Lee,,2015-05-01 18:56:39,Brooklyn • USA,https://t.co/3tSjxVNz5j,Wed Jun 03 06:12:02 +0000 2009,6039,17,2603,393,775,False,Human
2540601979,2540601979,derekkira,so cute ,teen wolf with a side helping of one direction sometimes ¯\_(ツ)_/¯,,2015-05-01 17:42:29,liam wtf let me live,http://t.co/D08kKqbmtJ,Mon Jun 02 02:08:04 +0000 2014,5705,2,883,151,143,False,Human
560480786,560480786,desiwebbb,desi,,,2015-05-01 14:11:44,mi,,Sun Apr 22 18:07:51 +0000 2012,21397,0,13703,850,399,False,Human
598686645,598686645,destanijmbell,Destani Bell,#beyhive yonce slays my life! #lovatic ✌️#hg #peenis love hunger games trilogy ✋,,2015-05-01 15:57:17,"San Jose, California",http://t.co/NVWZVZMPGe,Sun Jun 03 19:46:06 +0000 2012,4364,1,2275,291,295,False,Human
3101626597,3101626597,destinygyo,Deee,"신혜성의 팬, 신화의 바보. one of the admins from http://t.co/y7shgQE7Wm",,2015-05-02 01:48:19,"Kaohsiung, Taiwan",http://t.co/5AJWpzfiMM,Sat Mar 21 13:01:01 +0000 2015,2790,1,311,62,103,False,Human
93629172,93629172,devdasindia,dev das,RTs are not endorsements. Tweetsare personal opinions.,,2015-05-02 03:54:14,,,Mon Nov 30 13:24:10 +0000 2009,3188,0,19,45,24,False,Human
428278225,428278225,dex_da_kidd_,LL Julio,2-6,,2015-05-02 08:26:52,#NCCU16,,Sun Dec 04 15:24:23 +0000 2011,35866,0,1118,1128,863,False,Human
1657329912,1657329912,dffelonia22,Desiree Felonia ∞,"In a moment we're lost and found.                   괜찮아, 사랑이야                                                                        #MCMXCVIII #24/7Fangirl",,2015-05-02 10:54:28,"Baguio City, Philippines",http://t.co/Npk6C5Fgty,Fri Aug 09 09:35:13 +0000 2013,12574,4,5935,280,814,False,Human
399489631,399489631,dianacw60,Diana C. Williams,Even if you have never travelled you can't say you've never been anywhere. Life is a journey with many paths.,,2015-05-02 04:50:00,Arizona,,Thu Oct 27 15:38:06 +0000 2011,25007,24,864,1527,1901,False,Human
2429723097,2429723097,mchalesrivera,Sofía,Keep obsessing with celebrities. | It's just a fantasy taking over like a desease. | “You're my favorite person in the whole world.,,2015-05-01 16:48:26,Spain,http://t.co/A6xOl16m0T,Sat Mar 22 22:25:26 +0000 2014,25631,5,13006,739,691,False,Human
1203185605,1203185605,dianrattu,Dian Rattu,ble arb                                                                                                                                         26 Februari 2001,,2015-05-02 01:50:36,Indonesia,http://t.co/0LhYZ6ZRGE,Thu Feb 21 06:08:37 +0000 2013,12740,0,41,434,54,False,Human
192499649,192499649,dierothomas,Diero Thomas Arios,Law student | Aspiring LAWYER | Retweeter,,2015-05-01 13:57:21,Banna | Baguio City,http://t.co/VbFx6qvibA,Sun Sep 19 09:50:53 +0000 2010,1232,1,135,88,95,False,Human
2316260946,2316260946,dindaajanee,ɐpuıp,lol ur not luke hemmings,,2015-05-01 16:01:22,in my fridge 25/8,,Wed Jan 29 00:37:00 +0000 2014,2011,0,4349,124,112,False,Human
293359929,293359929,dipyaman4u,Dipyaman Saha,"Playing guitar is my passion....Love to jam any time, at any place!....Love to be a free spirit....I'm quite an ambivert!....:)",,2015-05-01 18:49:14,"Kolkata, India",http://t.co/Ma86YFcu5W,Thu May 05 06:34:06 +0000 2011,1186,1,6,29,260,False,Human
11174562,11174562,ditorelo,Diogo Freire,"All around, nice dude.",,2015-05-01 13:10:15,Wellington,http://t.co/qNt9xshDfg,Fri Dec 14 19:26:10 +0000 2007,1913,8,54,300,193,False,Human
264174172,264174172,divinecabahug,Divine Cabahug,,,2015-05-01 17:10:26,,,Fri Mar 11 13:22:56 +0000 2011,18166,1,6312,253,75,False,Human
42002841,42002841,djcaliphoria,Princess,Take me to the beach.,,2015-05-01 18:12:04,City of Angels,,Sat May 23 09:32:23 +0000 2009,12196,5,519,141,342,False,Human
447309305,447309305,dk1up,Kuzzz,It's a great day to be a bulldog. (:,,2015-05-02 10:21:08,,,Mon Dec 26 18:56:30 +0000 2011,2904,0,7344,357,201,False,Human
114370111,114370111,dkdiluvio,Dianne Diluvio,Empty pockets teaches you a million things in life but full pockets spoils you in a million ways.,,2015-05-02 06:55:05,in a place there's air,,Mon Feb 15 05:16:22 +0000 2010,3626,0,2130,101,125,False,Human
1518279440,1518279440,dlemata,Denny Mata,"I wish I was the horizon, so I could touch the sky without leaving the earth or the ocean.",,2015-05-02 06:51:01,Aurora Province | Baguio City,http://t.co/yxalpnB31P,Sat Jun 15 03:26:10 +0000 2013,5690,1,597,128,249,False,Human
317999553,317999553,doctrod,T,,,2015-05-01 20:45:36,,,Wed Jun 15 20:14:01 +0000 2011,1708,0,2506,376,155,False,Human
1408624424,1408624424,donaldfischer84,☁️leefish10☁️,•Dont follow your dreams follow my twitter•∞ I hug trees•I look like a toe•BTWHPVA,,2015-05-02 04:53:43,,https://t.co/dly01jFn00,Mon May 06 20:11:28 +0000 2013,18822,12,30438,904,1996,False,Human
1567476296,1567476296,donib_irakihda,ß£€ñ∅D,Student :p,,2015-05-02 08:49:12,Nepal,http://t.co/lSWpw2Y7oi,Thu Jul 04 06:11:53 +0000 2013,2388,5,198,369,306,False,Human
634641130,634641130,donnascalise,donna scalise,wife. glittergram.and lover of slots with a drink in my hand!!,,2015-05-01 16:29:58,,,Fri Jul 13 15:06:18 +0000 2012,50703,17,17380,520,473,False,Human
2719281767,2719281767,lndiesharry,️️,lets love each other,,2015-05-01 20:10:05,87,,Mon Jul 21 00:33:20 +0000 2014,4212,5,3377,736,148,False,Human
313928644,313928644,dora_tyan,なおピー,私は、聴覚障害を持っている者です☆趣味、特技は何があるわけじゃないけど、自由気ままに生きてます(*^□^*)よろしくお願いします。,,2015-05-01 20:26:42,東京都,http://t.co/Qow9ZVcnJM,Thu Jun 09 12:53:43 +0000 2011,131,0,3,8,9,False,Human
508397359,508397359,doublejburger,Jake Joyner,"35.1174 N, 89.9711 W",,2015-05-01 13:22:57,"Memphis, Tennessee",,Wed Feb 29 05:07:12 +0000 2012,7098,0,1778,421,785,False,Human
563781857,563781857,drSujayShad,Dr. Sujay Shad,"Cardiac Surgeon, Ethicist, Spiritualist, Healthcare Innovations: @innovatorlabHQ",,2015-05-01 14:15:00,New Delhi,http://t.co/I6qNRSCqTu,Thu Apr 26 14:49:29 +0000 2012,571,3,50,142,93,False,Human
2908618777,2908618777,drakegurl714,fckboislayer714,Every hour is the lonely hour,,2015-05-01 22:59:51,,,Mon Nov 24 01:51:13 +0000 2014,9625,0,5806,428,394,False,Human
544758247,544758247,dre_29,Andre,Trinidad mi born and Trinidad mi come from,,2015-05-01 13:47:13,,http://t.co/S48NH0FaKU,Wed Apr 04 02:02:27 +0000 2012,11656,0,3079,95,92,False,Human
172207449,172207449,dreababbyy,∂яє,"She’s her daddy’s girl, and her mama’s world, she deserves respect, and that’s what she’ll get. -Rodney Atkins",,2015-05-01 13:32:57,,,Thu Jul 29 04:13:23 +0000 2010,8622,1,2503,292,634,False,Human
160139625,160139625,dreisistor,Adrian Justin™,Ignoring the real world since '94!    ¯\_(ツ)_/¯,,2015-05-01 13:18:39,Republic of the Philippines ,http://t.co/jjrKYkTXQC,Sun Jun 27 08:43:36 +0000 2010,8024,3,390,183,120,False,Human
101704239,101704239,drgauravpatil,Gaurav Kumar Patil,"Fellow - Interventional Gastroenterology. Medanta, The Medicity",,2015-05-02 05:05:52,Gurgaon,,Mon Jan 04 08:43:32 +0000 2010,1749,2,309,101,438,False,Human
19254862,19254862,drinkingupnyc,Henry Aho,I should not have eaten that,,2015-05-01 14:02:45,Tonga ,,Tue Jan 20 20:13:12 +0000 2009,5529,2,595,315,319,False,Human
604582383,604582383,Drixorcism,Drrrix,The nicest guy you'll ever meet.,,2015-05-01 16:04:03,,,Sun Jun 10 13:02:20 +0000 2012,1079,0,730,236,401,False,Human
3013481653,3013481653,drizzlingh0ran,augustine ,i was so stupid for letting you go // new account,,2015-05-02 01:06:25,ph,,Sun Feb 08 13:34:39 +0000 2015,1189,0,250,369,337,False,Human
129966627,129966627,drsamuelito,samuel bilibid,"if this is to end in fire, then let us burn together",,2015-05-01 12:56:45,London,,Mon Apr 05 23:12:20 +0000 2010,2507,0,1645,70,105,False,Human
19600027,19600027,drunk8gods,Mik A.M.,It is a riddle wrapped in a mystery inside an enigma.,,2015-05-01 14:12:56,Tejas,,Tue Jan 27 16:31:35 +0000 2009,11978,3,326,132,375,False,Human
255792707,255792707,dschofield5,DJ Schofield,I'm DJ and I approve this message.,,2015-05-01 16:45:41,,http://t.co/HQRaJS7YKP,Tue Feb 22 02:03:27 +0000 2011,13301,1,9200,879,409,False,Human
481913106,481913106,fratstylesziall,neil,"He strums the guitar, jumps up to 40 ft and he's kinda into sports. Derby? Ya.",,2015-05-01 13:04:04,rollercoaster,,Fri Feb 03 09:45:01 +0000 2012,21611,16,5201,3535,2689,False,Human
169489617,169489617,duchezzgaga,kmya,,,2015-05-01 13:28:48,,,Thu Jul 22 13:26:37 +0000 2010,8694,0,2915,240,228,False,Human
596665611,596665611,dwallace346,Dominique Wallace,instagram- dominique_wallace                                         snap chat - niquesfresh,,2015-05-01 15:56:49,,,Fri Jun 01 16:05:27 +0000 2012,1089,0,2598,192,521,False,Human
211449302,211449302,dwikihalla,Dwiki,I am an Agent of Change.,,2015-05-01 14:53:26,Cupboard under the stairs,http://t.co/vvtN2O2DaE,Wed Nov 03 08:48:28 +0000 2010,49037,12,205,2333,764,False,Human
234655327,234655327,dyannanana_,dyanna,You are not the moon kissing the black sky,,2015-05-01 16:07:48,"South Gate, CA",,Thu Jan 06 06:35:38 +0000 2011,30078,1,10444,514,468,False,Human
2505222079,2505222079,96szjmm,J,zen maliek and lern jergi :) xx,,2015-05-01 17:25:25,,,Sun May 18 18:38:30 +0000 2014,3190,7,7302,512,277,False,Human
74687897,74687897,dylangirl99,anita wray white,"anthropology, love art, animals, music, family and all prehistory, genealogy, history, celts, vikings, watercolor, collage , oil painting, sciences-on pinterest",,2015-05-02 01:27:20,"ÜT: 33.635032,-112.054252",,Wed Sep 16 08:56:57 +0000 2009,5679,282,982,992,2002,False,Human
1115932554,1115932554,dylannicholson_,Dylan,,,2015-05-02 00:09:42,,https://t.co/Vv6G6k7rah,Thu Jan 24 04:12:30 +0000 2013,5085,1,9465,815,576,False,Human
22652455,22652455,dyxoxo_,denisse✨,,,2015-05-01 15:47:11,IG: dyxoxo_,http://t.co/U40oJa4UxE,Tue Mar 03 17:59:54 +0000 2009,35448,2,184,1171,182,False,Human
1061289924,1061289924,eaglebuns,kaitlyn,"i surf, draw, and play guitar and bass for the extraterrestrials! (@xtratrestrials) ★MEMETEAM 2015★",,2015-05-01 22:52:59,"san diego, california",http://t.co/NMxUy322YT,Fri Jan 04 20:00:24 +0000 2013,267,3,25537,579,281,False,Human
1523609978,1523609978,earthtosage,sage,everything is karmically correct,,2015-05-02 06:52:18,,,Mon Jun 17 01:06:59 +0000 2013,1088,3,13888,151,148,False,Human
387910538,387910538,eddawinnie,Edda Včelik,Fake geek girl. Film student.,,2015-05-02 03:53:48,New zEALAND,,Sun Oct 09 21:19:51 +0000 2011,2708,3,676,54,374,False,Human
31307539,31307539,edna94,edna94 ♊️,"Wife and mom, LA Kings, Dodgers and Niners... but mostly hockey fan .",,2015-05-01 16:39:24,,,Wed Apr 15 02:13:25 +0000 2009,23295,14,36609,514,610,False,Human
11086752,11086752,edowoo,E. Woo / 에도 우,Ariqueño. Reportero. Noticias y un poco de yo | Reporter | Contact: eddx.woo@gmail.com | http://t.co/9QzojL21NW | Snapchat: edowoo,,2015-05-01 13:10:00,Santiago de Chile,http://t.co/vp9W2kMiPH,Wed Dec 12 13:16:23 +0000 2007,82194,132,1636,4493,1894,False,Human
2800412189,2800412189,edsheeranspain1,proud of my bae ed,"25.11 smoking the dvd,watching illegal weed Deeply in love with this ginger. Taylor Swift.",,2015-05-01 21:41:20,Los quiero mucho chichos !,https://t.co/IAqxsZajfC,Thu Oct 02 17:25:57 +0000 2014,8455,13,9680,903,728,False,Human
816352328,816352328,egelrivera,egelrivera,,,2015-05-01 18:14:41,,,Tue Sep 11 00:49:29 +0000 2012,224,0,93,22,121,False,Human
41216470,41216470,eigenfilter,Mauricio,Engineering geek and The Big Bang Theory original cast member,,2015-05-01 17:59:16,Mexico,,Tue May 19 21:31:09 +0000 2009,38916,9,536,515,494,False,Human
